./trainImages/0.png,382,383,453,469,red_cube
./trainImages/0.png,319,403,377,469,red_cone
./trainImages/0.png,265,174,309,232,red_cube
./trainImages/0.png,213,232,258,283,green_cone
./trainImages/0.png,80,275,145,346,green_cube
./trainImages/0.png,370,275,429,346,green_cube
./trainImages/0.png,117,396,177,456,green_sphere
./trainImages/1.png,508,355,566,412,red_sphere
./trainImages/1.png,445,355,502,412,green_sphere
./trainImages/1.png,319,396,379,456,red_sphere
./trainImages/1.png,116,204,160,248,red_sphere
./trainImages/1.png,80,275,145,346,red_cube
./trainImages/1.png,365,232,410,283,green_cone
./trainImages/1.png,361,196,411,256,red_cube
./trainImages/1.png,193,361,248,423,green_cone
./trainImages/1.png,313,196,360,256,red_cube
./trainImages/2.png,316,308,373,383,green_cube
./trainImages/2.png,376,323,428,382,green_cone
./trainImages/2.png,161,196,213,256,green_cube
./trainImages/2.png,313,196,360,256,green_cube
./trainImages/2.png,130,308,195,383,red_cube
./trainImages/2.png,486,285,538,336,red_sphere
./trainImages/2.png,172,181,214,223,blue_sphere
./trainImages/3.png,249,383,312,469,red_cube
./trainImages/3.png,318,383,383,469,green_cube
./trainImages/3.png,313,174,357,232,red_cube
./trainImages/3.png,317,318,370,371,red_sphere
./trainImages/3.png,108,229,154,275,red_sphere
./trainImages/3.png,140,323,192,382,blue_cone
./trainImages/3.png,369,259,416,313,blue_cone
./trainImages/3.png,166,204,210,248,green_sphere
./trainImages/3.png,88,285,139,336,red_sphere
./trainImages/4.png,370,275,429,346,green_cube
./trainImages/4.png,369,259,416,313,red_cone
./trainImages/4.png,255,308,311,383,green_cube
./trainImages/4.png,471,246,534,313,green_cube
./trainImages/4.png,203,246,257,313,blue_cube
./trainImages/4.png,416,232,461,283,green_cone
./trainImages/4.png,124,181,166,223,red_sphere
./trainImages/5.png,404,174,455,232,green_cube
./trainImages/5.png,453,184,495,231,blue_cone
./trainImages/5.png,155,220,209,284,green_cube
./trainImages/5.png,257,275,310,346,green_cube
./trainImages/5.png,130,308,195,383,blue_cube
./trainImages/5.png,315,246,366,313,red_cube
./trainImages/5.png,484,290,534,346,red_cone
./trainImages/5.png,131,361,186,423,red_cone
./trainImages/6.png,318,361,373,423,red_cone
./trainImages/6.png,378,343,444,423,green_cube
./trainImages/6.png,265,207,308,256,red_cone
./trainImages/6.png,372,290,422,346,blue_cone
./trainImages/6.png,315,246,366,313,red_cube
./trainImages/6.png,130,308,195,383,blue_cube
./trainImages/7.png,365,232,410,283,green_cone
./trainImages/7.png,315,229,361,275,red_sphere
./trainImages/7.png,318,361,373,423,green_cone
./trainImages/7.png,155,259,202,313,green_cone
./trainImages/7.png,363,207,406,256,red_cone
./trainImages/7.png,197,318,250,371,green_sphere
./trainImages/7.png,370,275,429,346,blue_cube
./trainImages/7.png,511,383,594,469,blue_cube
./trainImages/8.png,313,184,354,231,blue_cone
./trainImages/8.png,361,181,403,223,red_sphere
./trainImages/8.png,428,290,478,346,blue_cone
./trainImages/8.png,496,318,551,371,green_sphere
./trainImages/8.png,198,275,255,346,red_cube
./trainImages/8.png,361,196,411,256,blue_cube
./trainImages/8.png,484,290,534,346,red_cone
./trainImages/8.png,110,196,165,256,green_cube
./trainImages/8.png,88,285,139,336,blue_sphere
./trainImages/8.png,209,259,256,313,green_cone
./trainImages/9.png,263,196,309,256,green_cube
./trainImages/9.png,314,204,358,248,blue_sphere
./trainImages/9.png,404,174,455,232,green_cube
./trainImages/9.png,119,207,162,256,green_cone
./trainImages/10.png,91,246,153,313,red_cube
./trainImages/10.png,111,232,156,283,red_cone
./trainImages/10.png,367,246,422,313,red_cube
./trainImages/10.png,193,308,253,383,red_cube
./trainImages/10.png,428,290,478,346,blue_cone
./trainImages/10.png,313,181,355,223,red_sphere
./trainImages/11.png,484,290,534,346,red_cone
./trainImages/11.png,425,275,488,346,red_cube
./trainImages/11.png,54,403,114,469,red_cone
./trainImages/11.png,369,259,416,313,blue_cone
./trainImages/11.png,199,323,251,382,blue_cone
./trainImages/12.png,422,259,470,313,blue_cone
./trainImages/12.png,416,232,461,283,green_cone
./trainImages/12.png,204,290,254,346,blue_cone
./trainImages/12.png,193,361,248,423,blue_cone
./trainImages/12.png,262,259,309,313,red_cone
./trainImages/12.png,120,343,189,423,green_cube
./trainImages/12.png,145,285,196,336,green_sphere
./trainImages/12.png,508,355,566,412,red_sphere
./trainImages/12.png,450,174,504,232,blue_cube
./trainImages/12.png,64,355,122,412,red_sphere
./trainImages/13.png,385,403,444,469,blue_cone
./trainImages/13.png,453,396,514,456,blue_sphere
./trainImages/13.png,120,403,179,469,blue_cone
./trainImages/13.png,267,184,308,231,red_cone
./trainImages/13.png,364,220,416,284,red_cube
./trainImages/13.png,425,275,488,346,green_cube
./trainImages/13.png,315,232,360,283,red_cone
./trainImages/13.png,469,229,516,275,red_sphere
./trainImages/14.png,366,229,412,275,green_sphere
./trainImages/14.png,369,259,416,313,blue_cone
./trainImages/14.png,445,355,502,412,green_sphere
